id,projects(slug),title_en,title_kk,title_ru,external_link,internal_link
1891,pavlodar-edu,,"Отбасы, әйелдер және балалардың құқықтарын қорғау мәселелері бойынша 111 АМАНАТ бірыңғай мемлекеттік байланыс орталығы","Единый государственный контакт-центр 111 АМАНАТ по вопросам семьи, женщин и защиты прав детей",https://www.gov.kz/memleket/entities/pavlodar-edu/press/article/details/141543?lang=ru,
1892,pavlodar-edu,,Балаларға қатысты зорлық-зомбылық фактілеріне жедел ден қою алгоритмі,Алгоритм оперативного реагирования на факты насилия над детьми,https://www.gov.kz/memleket/entities/pavlodar-edu/press/article/details/141854?lang=ru,
1893,kostanai-kostanai-ulyanov,, Қостанай ауданы әкімдігінің бетіне өту, Перейти на страницу акимата Костанайского района,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat?lang=ru,
1897,kostanai-kostanai-nadezhdin,, Әкімдік бетіне оралу,  Вернуться на страницу Акимата Костанайского района,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat?lang=ru,
1898,kostanai-kostanai-nadezhdin,, Қостанай ауданы мәслихатының бетіне өту,  Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1899,adilet,,Е-Заң көмегі заң көмегінің бірыңғай ақпараттық жүйесі,Единая информационная система юридической помощи Е-Заң көмегі,https://eup.adilet.gov.kz/,
1900,kostanai-kostanai-zhambyl,,Әкімдік бетіне оралу,Вернутся на страницу акимата,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat?lang=ru,
1901,kostanai-kostanai-zhambyl,,Қостанай ауданы мәслихатының бетіне өту,Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1902,kostanai-kostanai-zarechnyi,, Әкімдік бетіне оралу,  Вернуться на страницу Акимата,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat?lang=ru,
1903,kostanai-kostanai-zarechnyi,, Қостанай ауданы мәслихатының парағына өтіңіз,  Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1904,kostanai-kostanai-ulyanov,, Қостанай ауданы мәслихатының бетіне өту,  Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1907,kostanai-zhitikarin-yrsai,,Бизнес грантын қалай алуға болады,Как получить грант на бизнес,https://www.instagram.com/reel/CvY7GZNt5L7/?igshid=MzRlODBiNWFlZA==,
1944,kostanai-kostanai-aisary,, Қостанай ауданы мәслихатының парағына өтіңіз, Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1945,kostanai-kostanai-aisary,, Әкімдік бетіне оралу, Вернуться на страницу Акимата,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat?lang=ru,
1946,kostanai-kostanai-michurin,, Қостанай ауданы мәслихатының парағына өтіңіз, Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1947,kostanai-kostanai-michurin,, Әкімдік бетіне оралу, Вернуться на страницу Акимата,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat,
1949,kostanai-kostanai-vladimirov,, Қостанай ауданы мәслихатының парағына өтіңіз, Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1951,kostanai-kostanai-oktyabr,, Қостанай ауданы мәслихатының парағына өтіңіз, Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1952,kostanai-kostanai-oktyabr,, Әкімдік бетіне оралу, Вернуться на страницу Акимата,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat?lang=ru,
1953,kostanai-kostanai-maskeu,, Қостанай ауданы мәслихатының парағына өтіңіз, Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru,
1954,kostanai-kostanai-maskeu,, Әкімдік бетіне оралу, Вернуться на страницу Акимата,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat?lang=ru,
1957,pavlodar-bilim,,"Отбасы, әйелдер және балалардың құқықтарын қорғау мәселелері бойынша 111 АМАНАТ БІРЫҢҒАЙ МЕМЛЕКЕТТІК БАЙЛАНЫС ОРТАЛЫҒЫ","ЕДИНЫЙ ГОСУДАРСТВЕННЫЙ КОНТАКТ-ЦЕНТР 111 АМАНАТ по вопросам семьи, женщин и защиты прав детей",https://www.gov.kz/memleket/entities/pavlodar-bilim/press/news/details/656648?lang=ru,
1958,kostanai-kostanai-zhdanov,, Әкімдік бетіне оралу, Вернуться на страницу Акимата Костанайского района,https://www.gov.kz/memleket/entities/kostanai-kostanai-zhdanov/about?lang=ru,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat?lang=ru
1964,shymkent,,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/shymkent/press/article/details/144205
1966,zhetysu-oblysy,,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/zhetysu-oblysy/press/article/details/144256
1967,bko,,АЗАМАТТАРДЫ ҚАБЫЛДАУ ОРТАЛЫҒЫ,ЦЕНТР ПРИЕМА ГРАЖДАН,,/memleket/entities/bko/press/article/details/144262
1968,almaty-zhetysu,,Онлайн-опрос по соблюдению этических норм сотрудников аппарата акима Жетысуского района города Алматы,Онлайн-опрос по соблюдению этических норм сотрудников аппарата акима Жетысуского района города Алматы,,/memleket/entities/almaty-zhetysu/survey/1745
1971,karaganda,,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/karaganda/press/article/details/144450
1972,atyrau,,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/atyrau/press/article/details/144445
1974,abay,,Азаматтарды қабылдау орталығы,Центр приема граждан,https://www.gov.kz/memleket/entities/abay/press/article/details/144236?lang=ru,
1975,aqmola-enbek,,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/aqmola-enbek/press/article/details/144506
1976,aqmola-zhaksy,,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/aqmola-zhaksy/press/article/details/144562
1977,aqmola-zharkain,,Азматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/aqmola-zharkain/press/article/details/144598
1978,aqmola,,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/aqmola/press/article/details/144604
1979,kostanai-kostanai-zhdanov,, Қостанай ауданы мәслихатының бетіне өту, Перейти на страницу маслихата Костанайского района,https://www.gov.kz/memleket/entities/kostanai-kostanai-zhdanov/activities/directions?lang=ru,https://www.gov.kz/memleket/entities/maslihat-kostanay-reg?lang=ru
